timestamp,raw_regime,overridden_regime,atr_ratio,reason
2026-05-13 12:30:00+00:00,trending_low_vol,trending_high_vol,1.6767072458519583,ATR ratio 1.68 > 1.40 -> trending_high_vol
2026-05-13 12:45:00+00:00,trending_low_vol,trending_high_vol,1.5368820575935935,ATR ratio 1.54 > 1.40 -> trending_high_vol
2026-05-13 13:00:00+00:00,trending_low_vol,trending_high_vol,1.4252647086365262,ATR ratio 1.43 > 1.40 -> trending_high_vol
2026-05-13 13:30:00+00:00,trending_low_vol,trending_high_vol,1.4940047040142697,ATR ratio 1.49 > 1.40 -> trending_high_vol
2026-05-13 13:45:00+00:00,trending_low_vol,trending_high_vol,1.456480215087168,ATR ratio 1.46 > 1.40 -> trending_high_vol
2026-05-13 14:00:00+00:00,trending_low_vol,trending_high_vol,1.4489539344016555,ATR ratio 1.45 > 1.40 -> trending_high_vol
2026-05-14 14:00:00+00:00,trending_low_vol,trending_high_vol,1.4709772529352696,ATR ratio 1.47 > 1.40 -> trending_high_vol
2026-05-14 14:15:00+00:00,trending_low_vol,trending_high_vol,1.4764616171906384,ATR ratio 1.48 > 1.40 -> trending_high_vol
2026-05-14 14:30:00+00:00,trending_low_vol,trending_high_vol,1.4461852695378796,ATR ratio 1.45 > 1.40 -> trending_high_vol
2026-05-16 07:00:00+00:00,trending_low_vol,trending_high_vol,1.9574366105727248,ATR ratio 1.96 > 1.40 -> trending_high_vol
2026-05-16 07:15:00+00:00,trending_low_vol,trending_high_vol,2.193733249390139,ATR ratio 2.19 > 1.40 -> trending_high_vol
2026-05-16 07:30:00+00:00,trending_low_vol,trending_high_vol,2.040084403817863,ATR ratio 2.04 > 1.40 -> trending_high_vol
2026-05-16 07:45:00+00:00,trending_low_vol,trending_high_vol,1.874635156074473,ATR ratio 1.87 > 1.40 -> trending_high_vol
2026-05-16 08:00:00+00:00,trending_low_vol,trending_high_vol,1.7110171115953063,ATR ratio 1.71 > 1.40 -> trending_high_vol
2026-05-16 08:15:00+00:00,trending_low_vol,trending_high_vol,1.4896187891067467,ATR ratio 1.49 > 1.40 -> trending_high_vol
2026-05-16 08:30:00+00:00,trending_low_vol,trending_high_vol,1.4068106119584092,ATR ratio 1.41 > 1.40 -> trending_high_vol
2026-05-17 23:00:00+00:00,trending_low_vol,trending_high_vol,1.4021932890942748,ATR ratio 1.40 > 1.40 -> trending_high_vol
2026-05-17 23:15:00+00:00,trending_low_vol,trending_high_vol,1.4713068738125221,ATR ratio 1.47 > 1.40 -> trending_high_vol
